Title,Price,Location,Area,Beds,Baths,Link
5 Marla House For Sale In Sector D Aa Block Near To Park Near To Market Bahria Town Lahore,PKR 1.9 Crore,"Bahria Town - Block AA, Bahria Town - Sector D",5 Marla,3,4,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_5_marla_house_for_sale_in_sector_d_aa_block_near_to_park_near_to_market_bahria_town_lahore-52922724-1797-1.html
5 Marla House For Sale In Sector D CC Block Near To Park Near To Market Bahria Town Lahore,PKR 1.85 Crore,"Bahria Town - Block CC, Bahria Town - Sector D",5 Marla,3,3,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_cc_5_marla_house_for_sale_in_sector_d_cc_block_near_to_park_near_to_market_bahria_town_lahore-52922877-1799-1.html
5 Marla New House With Basement in DHA 9 town Tile Flooring Marble Tile On Roof,PKR 2.85 Crore,"DHA Phase 9 Prism - Block D, DHA Phase 9 Prism",5 Marla,6,6,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_d_5_marla_new_house_with_basement_in_dha_9_town_tile_flooring_marble_tile_on_roof-52861372-9265-1.html
5 Marla Brand New House For Sale In Bahria Town Lahore Jinnah Ext,PKR 2.6 Crore,"Bahria Town - Jinnah Extension Block, Bahria Town - Sector E",5 Marla,3,4,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_jinnah_extension_block_5_marla_brand_new_house_for_sale_in_bahria_town_lahore_jinnah_ext-52934475-17545-1.html
1 KANAL IDEAL LOCATION HOUSE FOR SALE,PKR 5.1 Crore,"DHA Phase 1, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_1_1_kanal_ideal_location_house_for_sale-52974682-1442-1.html
8 Marla Owner Build House For Urgent Sale In Pcsir Staff Cooperative Society,PKR 3.15 Crore,"College Road, Lahore",8 Marla,8,7,https://www.zameen.com/Property/lahore_college_road_8_marla_owner_build_house_for_urgent_sale_in_pcsir_staff_cooperative_society-52828554-4576-1.html
1 Kanal Tile Flooring New House For Sale,PKR 4.5 Crore,"PCSIR Staff Colony, Lahore",18 Marla,6,7,https://www.zameen.com/Property/lahore_pcsir_staff_colony_1_kanal_tile_flooring_new_house_for_sale-52462003-4573-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 6.99 Crore,"DHA Phase 7 - Block X, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_x_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52397695-1631-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa For Sale In DHA Lahore Phase 7 Prime Location,PKR 6.75 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_for_sale_in_dha_lahore_phase_7_prime_location-52397580-1632-1.html
Full Furnished 1 Bed Luxury Apartment For Sale In Gulberg,PKR 88 Lakh,"Indigo Boutique Apartments, Gulberg",2.2 Marla,1,1,https://www.zameen.com/Property/gulberg_indigo_boutique_apartments_full_furnished_1_bed_luxury_apartment_for_sale_in_gulberg-50618292-12837-1.html
1 Kanal With Basement Most Beautiful Design Bungalow For Sale At Prime Location Of Dha Phase 5,PKR 8.95 Crore,"DHA Phase 5 - Block K, DHA Phase 5",1.2 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_k_1_kanal_with_basement_most_beautiful_design_bungalow_for_sale_at_prime_location_of_dha_phase_5-52418089-1607-1.html
Book Your 2 Bed Furnished Apartment With 35% Down Payment,PKR 80 Lakh,"Lake City, Raiwind Road",4.1 Marla,2,2,https://www.zameen.com/Property/raiwind_road_lake_city_book_your_2_bed_furnished_apartment_with_35_down_payment-52014827-1103-1.html
5 Marla Brand New House For Sale In Lake City Raiwind Road Lahore,PKR 2.34 Crore,"Lake City, Raiwind Road",5 Marla,4,5,https://www.zameen.com/Property/raiwind_road_lake_city_5_marla_brand_new_house_for_sale_in_lake_city_raiwind_road_lahore-52936259-1103-1.html
Modern Design 7 Marla Brand New House For Sale In Lake City - Sector M-7A Lake City Raiwind Road Lahore,PKR 3.65 Crore,"Lake City, Raiwind Road",7 Marla,6,5,https://www.zameen.com/Property/raiwind_road_lake_city_modern_design_7_marla_brand_new_house_for_sale_in_lake_city_-_sector_m-7a_lake_city_raiwind_road_lahore-52173936-1103-1.html
20 Marla Top Quality Build Luxurious Beautiful Ultra Modern Design Villa Sami Furnished With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 7.75 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_20_marla_top_quality_build_luxurious_beautiful_ultra_modern_design_villa_sami_furnished_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52659398-1450-1.html
Discover Luxury Living In This Meticulously Designed 2 Kanal House In DHA Phase 6,PKR 15.75 Crore,"DHA Phase 6, DHA Defence",2 Kanal,6,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_discover_luxury_living_in_this_meticulously_designed_2_kanal_house_in_dha_phase_6-52633909-1448-1.html
12 MARLA BEAUTIFUL APARTMENT AVAILABE FOR SALE,PKR 3.25 Crore,"Askari 11 - Sector B, Askari 11",12 Marla,4,5,https://www.zameen.com/Property/askari_11_askari_11_-_sector_b_12_marla_beautiful_apartment_availabe_for_sale-52748580-15702-1.html
Kanal Of Dreams: Elegant Modern Designer House,PKR 10.9 Crore,"DHA Phase 8, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_8_kanal_of_dreams_elegant_modern_designer_house-52890261-1451-1.html
The Hidden Gem: Modern Elegance Meets Timeless Comfort,PKR 7.1 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,7,https://www.zameen.com/Property/dha_defence_dha_phase_7_the_hidden_gem_modern_elegance_meets_timeless_comfort-52900202-1450-1.html
One Kanal Bungalow in PAF Falcon Complex Kalma Chowk Lahore,PKR 14 Crore,"PAF Falcon Complex, Gulberg",1 Kanal,5,5,https://www.zameen.com/Property/gulberg_paf_falcon_complex_one_kanal_bungalow_in_paf_falcon_complex_kalma_chowk_lahore-52288877-3102-1.html
Book One Bed Luxury Apartment On Instalment Plan In Amanah Residential Towers,PKR 28.56 Lakh,"Chinar Court, Lahore",3.1 Marla,1,1,https://www.zameen.com/Property/lahore_chinar_court_book_one_bed_luxury_apartment_on_instalment_plan_in_amanah_residential_towers-52876181-1462-1.html
5 Marla Smart Flat Available For Sale In Block G5 Bahria Orchard Phase 4,PKR 53 Lakh,"Bahria Orchard Phase 4 - Block G5, Bahria Orchard Phase 4",5 Marla,2,2,https://www.zameen.com/Property/bahria_orchard_phase_4_bahria_orchard_phase_4_-_block_g5_5_marla_smart_flat_available_for_sale_in_block_g5_bahria_orchard_phase_4-50477231-15717-1.html
5 Marla Full Furnished House For Sale,PKR 2.35 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,4,https://www.zameen.com/Property/dha_defence_dha_9_town_5_marla_full_furnished_house_for_sale-52895485-1452-1.html
One Bed Furnished Luxury Apartment Available For Sale In Quaid Block Facing Eiffel Tower Bahria Town Lahore,PKR 1.3 Crore,"Bahria Town - Quaid Block, Bahria Town - Sector E",2.9 Marla,1,1,https://www.zameen.com/Property/bahria_town_sector_e_bahria_town_-_quaid_block_one_bed_furnished_luxury_apartment_available_for_sale_in_quaid_block_facing_eiffel_tower_bahria_town_lahore-52882998-1808-1.html
5 MARLA DESIGNER HOUSE FOR SALE IN AA BLOCK SECTOR D BAHRIA TOWN LAHORE,PKR 2.5 Crore,"Bahria Town - Block AA, Bahria Town - Sector D",5 Marla,3,4,https://www.zameen.com/Property/bahria_town_sector_d_bahria_town_-_block_aa_5_marla_designer_house_for_sale_in_aa_block_sector_d_bahria_town_lahore-51637457-1797-1.html
8 Marla Brand New Double Storey Corner House For Sale Near College Road Pcsir Staff,PKR 3.3 Crore,"College Road, Lahore",8 Marla,5,5,https://www.zameen.com/Property/lahore_college_road_8_marla_brand_new_double_storey_corner_house_for_sale_near_college_road_pcsir_staff-52977612-4576-1.html
4 Marla 1.5 Storey House For Sale In Military accounts,PKR 1.22 Crore,"Military Accounts Housing Society, Lahore",4 Marla,2,3,https://www.zameen.com/Property/lahore_military_accounts_housing_society_4_marla_1_5_storey_house_for_sale_in_military_accounts-52923434-781-1.html
5 Marla Tile Floor House For Sale Near Wapda Town,PKR 2 Crore,"PGECHS Phase 2, Punjab Govt Employees Society",5 Marla,4,4,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_5_marla_tile_floor_house_for_sale_near_wapda_town-52731715-4432-1.html
5 Marla Brand New Luxurious Modern Design Double Story House For Sale,PKR 2.4 Crore,"Park View City - Rose Block, Park View City",5 Marla,4,4,https://www.zameen.com/Property/park_view_city_park_view_city_-_rose_block_5_marla_brand_new_luxurious_modern_design_double_story_house_for_sale-52909178-13322-1.html
5 Marla Brand New Spanish House For Sale Near Wapda Town,PKR 2.5 Crore,"PGECHS Phase 2, Punjab Govt Employees Society",5 Marla,6,7,https://www.zameen.com/Property/punjab_govt_employees_society_pgechs_phase_2_5_marla_brand_new_spanish_house_for_sale_near_wapda_town-52939371-4432-1.html
3 Bed Ready to Move Apartment Available In  Zameen Opal  on Instalments,PKR 2.45 Crore,"Zameen Opal, Land Breeze Housing Society",6.4 Marla,3,3,https://www.zameen.com/Property/land_breeze_housing_society_zameen_opal_3_bed_ready_to_move_apartment_available_in_zameen_opal_on_instalments-52135009-12916-1.html
1 Kanal House 1 Kanal Lawn Eye Catching Bungalow With Basement Sami Furnished Available for Sale in DHA Phase 7,PKR 9.75 Crore,"DHA Phase 7, DHA Defence",2 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_house_1_kanal_lawn_eye_catching_bungalow_with_basement_sami_furnished_available_for_sale_in_dha_phase_7-52730627-1450-1.html
1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 6.55 Crore,"DHA Phase 7 - Block T, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_1_kanal_top_quality_build_luxurious_beautiful_spanish_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52662685-1627-1.html
1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 7.6 Crore,"DHA Phase 7 - Block Z1, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_z1_1_kanal_top_quality_build_luxurious_beautiful_spanish_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52662648-1633-1.html
1 Kanal Top Quality Build Luxurious Beautiful Spanish Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 7.99 Crore,"DHA Phase 7 - Block W, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_w_1_kanal_top_quality_build_luxurious_beautiful_spanish_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-52662611-1630-1.html
Ready To Buy A House 5 Marla In Punjab Coop Housing Society,PKR 2.05 Crore,"Punjab Coop Housing Society, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_ready_to_buy_a_house_5_marla_in_punjab_coop_housing_society-44695859-456-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 6 Prime Location,PKR 7.55 Crore,"DHA Phase 6 - Block F, DHA Phase 6",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_f_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_6_prime_location-52662581-1615-1.html
1 Kanal Most Elegant Modern Design Bungalow For Sale At Prime Location In DHA Phase 5,PKR 9.5 Crore,"DHA Phase 5 - Block A, DHA Phase 5",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_a_1_kanal_most_elegant_modern_design_bungalow_for_sale_at_prime_location_in_dha_phase_5-52992090-1598-1.html
The Epitome of Elegance in DHA Phase 6,PKR 35 Crore,"DHA Phase 6, DHA Defence",2 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_6_the_epitome_of_elegance_in_dha_phase_6-52911006-1448-1.html
5 Marla Brand New House in your Budget is UP for Sale in Diamond Block,PKR 1.6 Crore,"Park View City - Diamond Block, Park View City",5 Marla,4,5,https://www.zameen.com/Property/park_view_city_park_view_city_-_diamond_block_5_marla_brand_new_house_in_your_budget_is_up_for_sale_in_diamond_block-52424879-17433-1.html
1 Kanal Top Quality Build Luxurious Beautiful Modern Design Villa With Basement For Sale In DHA Lahore Phase 7 Prime Location,PKR 7.05 Crore,"DHA Phase 7 - Block U, DHA Phase 7",1 Kanal,5,6,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_u_1_kanal_top_quality_build_luxurious_beautiful_modern_design_villa_with_basement_for_sale_in_dha_lahore_phase_7_prime_location-51494019-1628-1.html
1 KANAL MOST BEAUTIFUL TOP OF THE LINE HOUSE OF DHA LAHORE,PKR 6.69 Crore,"DHA Phase 7, DHA Defence",1 Kanal,5,6,https://www.zameen.com/Property/dha_defence_dha_phase_7_1_kanal_most_beautiful_top_of_the_line_house_of_dha_lahore-51086085-1450-1.html
A Prime Location 5 Marla House In Lahore Is On The Market For sale,PKR 2.4 Crore,"DHA 11 Rahbar Phase 2 - Block L, DHA 11 Rahbar Phase 2",5 Marla,3,4,https://www.zameen.com/Property/dha_11_rahbar_phase_2_dha_11_rahbar_phase_2_-_block_l_a_prime_location_5_marla_house_in_lahore_is_on_the_market_for_sale-52987485-3720-1.html
2Kanal House For Sale In K Block Phase 6 DHA Lahore,PKR 48 Crore,"DHA Phase 6, DHA Defence",2 Kanal,6,7,https://www.zameen.com/Property/dha_defence_dha_phase_6_2kanal_house_for_sale_in_k_block_phase_6_dha_lahore-51860116-1448-1.html
05 Marla Jumeirah Park Villa Available For Sale In Easy 3.5 Years Installments Plan,PKR 50 Lakh,"Kings Town, Raiwind Road",5 Marla,2,2,https://www.zameen.com/Property/raiwind_road_kings_town_05_marla_jumeirah_park_villa_available_for_sale_in_easy_3_5_years_installments_plan-52115276-17131-1.html
URGENT SALE FULLY FURNISHED RESIDENTIAL LUXURY APARTMENT,PKR 1.2 Crore,"Gulberg 3, Gulberg",5 Marla,2,2,https://www.zameen.com/Property/gulberg_gulberg_3_urgent_sale_fully_furnished_residential_luxury_apartment-52241231-3824-1.html
CASH BACK PER MONTH 80k GUARANTED (   SWISS MALL ),PKR 42 Lakh,"MM Alam Road, Gulberg",0.7 Marla,1,1,https://www.zameen.com/Property/gulberg_mm_alam_road_cash_back_per_month_80k_guaranted_swiss_mall-52984962-3850-1.html
A 21 Marla House In Lahore Is On The Market For Sale,PKR 6.25 Crore,"Nasheman-e-Iqbal Phase 2, Nasheman-e-Iqbal",1 Kanal,8,6,https://www.zameen.com/Property/nasheman_e_iqbal_nasheman-e-iqbal_phase_2_a_21_marla_house_in_lahore_is_on_the_market_for_sale-52952072-4071-1.html
1 KANAL BEAUTIFUL HOUSE FOR SALE IN GULBAHAR BLOCK SECTOR C BAHRIA TOWN LAHORE,PKR 6 Crore,"Bahria Town - Gulbahar Block, Bahria Town - Sector C",1 Kanal,5,6,https://www.zameen.com/Property/bahria_town_sector_c_bahria_town_-_gulbahar_block_1_kanal_beautiful_house_for_sale_in_gulbahar_block_sector_c_bahria_town_lahore-50148944-1793-1.html
10 Marla Luxury Bungalow For Sale At Hot Location Near Park & MacDonald KFC,PKR 4.11 Crore,"DHA Phase 1 - Block P, DHA Phase 1",10 Marla,4,5,https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_block_p_10_marla_luxury_bungalow_for_sale_at_hot_location_near_park_macdonald_kfc-52141898-1655-1.html
5 Marla Triple Story Owner Build House For Urgent Sale,PKR 2.7 Crore,"Johar Town Phase 2, Johar Town",5 Marla,6,6,https://www.zameen.com/Property/johar_town_johar_town_phase_2_5_marla_triple_story_owner_build_house_for_urgent_sale-52994013-3961-1.html
12 Marla Tile Floor Double Storey House For Urgent Sale Near Lacas School,PKR 4.75 Crore,"Johar Town Phase 1, Johar Town",12 Marla,5,5,https://www.zameen.com/Property/johar_town_johar_town_phase_1_12_marla_tile_floor_double_storey_house_for_urgent_sale_near_lacas_school-52814164-3937-1.html
10 MARLA BRAND NEW LUXURY HOUSE FOR SALE,PKR 3.65 Crore,"Bahria Town - Sector C, Bahria Town",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_10_marla_brand_new_luxury_house_for_sale-52757997-1784-1.html
USED HOUSE 10 MARLA HOUSE FOR SALE,PKR 3.45 Crore,"Bahria Town - Sector C, Bahria Town",10 Marla,5,6,https://www.zameen.com/Property/bahria_town_bahria_town_-_sector_c_used_house_10_marla_house_for_sale-52806514-1784-1.html
2 Bed Apartment For sale In Phase 8 Block Q DHA Lahore,PKR 1.25 Crore,"Air Avenue Luxury Apartments, DHA Phase 8",4.5 Marla,2,2,https://www.zameen.com/Property/dha_phase_8_air_avenue_luxury_apartments_2_bed_apartment_for_sale_in_phase_8_block_q_dha_lahore-52984420-11699-1.html
4 Kanal Farm House For Sale Bedian Road Lahore,PKR 5.75 Crore,"Bedian Road, Lahore",4 Kanal,2,2,https://www.zameen.com/Property/lahore_bedian_road_4_kanal_farm_house_for_sale_bedian_road_lahore-49678473-378-1.html
Farm House Of 4 Kanal Available For Sale In Barki Road,PKR 2.1 Crore,"Barki Road, Cantt",4 Kanal,1,1,https://www.zameen.com/Property/cantt_barki_road_farm_house_of_4_kanal_available_for_sale_in_barki_road-49102971-8147-1.html
DHA Phase 6 10 Marla Modern House fully Furnished Available For Sale,PKR 6.25 Crore,"DHA Phase 6 - Block A, DHA Phase 6",10 Marla,4,4,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_a_dha_phase_6_10_marla_modern_house_fully_furnished_available_for_sale-52995951-1610-1.html
4-Bedrooms Spanish Villa Near Carrefour Luxurious Furnished Villa For Sale In DHA,PKR 3.93 Crore,"DHA Phase 7, DHA Defence",10 Marla,4,5,https://www.zameen.com/Property/dha_defence_dha_phase_7_4-bedrooms_spanish_villa_near_carrefour_luxurious_furnished_villa_for_sale_in_dha-52753972-1450-1.html
A Plus Construction Quality Work House In DHA Phase 9 Town Very Top Location,PKR 2.19 Crore,"DHA 9 Town, DHA Defence",5 Marla,3,5,https://www.zameen.com/Property/dha_defence_dha_9_town_a_plus_construction_quality_work_house_in_dha_phase_9_town_very_top_location-52754822-1452-1.html
5 Marla House For Sale,PKR 2.1 Crore,"Punjab Coop Housing Society, Lahore",5 Marla,3,4,https://www.zameen.com/Property/lahore_punjab_coop_housing_society_5_marla_house_for_sale-45667155-456-1.html
10 Marla House In Punjab Coop Housing Block E Best Option,PKR 3.65 Crore,"Punjab Coop Housing - Block E, Punjab Coop Housing Society",10 Marla,4,5,https://www.zameen.com/Property/punjab_coop_housing_society_punjab_coop_housing_-_block_e_10_marla_house_in_punjab_coop_housing_block_e_best_option-45326860-4155-1.html
3 Marla Brand New Modern Design House For Sale,PKR 1.22 Crore,"Al-Kabir Town - Phase 2, Al-Kabir Town",3 Marla,3,3,https://www.zameen.com/Property/al_kabir_town_al-kabir_town_-_phase_2_3_marla_brand_new_modern_design_house_for_sale-52995944-11704-1.html
